"","h1","h2","h3","h4","h5","h6","h7","h8"
"t_cond=1040",3.72618293015043,5.31884460230572,5.41390556516632,5.46016197210604,6.4961386938069,7.11708106785749,10.2340608138965,8.94977487604136
"t_cond=1041",4.80068762185635,4.99349265494885,5.04995220803492,6.00700454904255,6.72605092218446,9.77311287189073,8.54456027398867,7.24960211961148
"t_cond=1042",4.06055780987659,4.1634911933879,5.12852233241413,5.78148665945062,8.29667467707541,7.22444094400009,6.38323615130944,7.46033918595197
"t_cond=1043",3.83005077675353,4.55145530307618,5.31415541877091,7.82148923117255,6.66482371422464,5.94849231855251,7.01741247729172,7.81668815438308
"t_cond=1044",4.34283709929635,5.12527075346733,7.89755681154873,6.58613829413523,5.80639463272096,6.98224415515466,7.63182006286046,7.74029801169711
"t_cond=1045",4.53517952904094,7.37085833346227,5.9838618182615,5.3479986413696,6.49112267218783,7.13367286698955,7.20962366667539,5.83778917785279
"t_cond=1046",6.84402315997453,5.26612772450344,4.89947595210468,5.85118294607528,6.68050737070414,6.70233359836506,5.61505346130635,6.13063603587251
"t_cond=1047",4.46643118302258,4.67308615625312,5.00174690863689,5.54725225974302,5.70142755866244,5.38227447368162,5.65220270258578,5.71913548134575
"t_cond=1048",4.63021993811391,4.88037593203256,5.4675133096186,5.62305397395507,5.34071616978324,5.54671749557337,5.69487081041433,5.83256037521836
"t_cond=1049",4.89539869333949,5.75411206135094,5.85072763117462,5.18856092692047,5.51965075409803,5.59204448293253,5.78484571393416,5.67152168573989
"t_cond=1050",5.32576808138794,5.44305471652885,5.14123861311014,5.44070115472039,5.51841635794406,5.70803543283166,5.73011794490746,5.86565320153879
"t_cond=1051",5.05081131588471,5.42660790946326,5.36819674963154,5.60670815783995,5.74534108866412,6.05326441563866,6.21980147046833,6.19665287695366
"t_cond=1052",5.73144238283415,5.40512062578872,5.62920590505795,5.73452667374751,6.12826564800458,6.42921764071941,6.35872062645272,6.52154850962918
"t_cond=1053",5.01187984548573,5.20056909240436,5.44887960845232,5.59154505845302,5.80331935709135,5.84727380158937,5.96992300288942,6.15303856813891
"t_cond=1054",5.05758403250443,5.28955820869029,5.55012390023161,5.81711598019528,5.83468708865767,5.99750746143776,6.33818340363597,6.46042199882017
"t_cond=1055",5.13446966724766,5.47566134043062,5.81774753289834,5.7404247270996,5.87988093851216,6.18870258884662,6.52302338037476,7.2804739707487
"t_cond=1056",5.49318801228685,5.88869884314051,5.79705166257267,5.90129482263425,6.32648473133737,6.57800010381498,7.37190979842816,7.49114083446286
"t_cond=1057",5.36695102425118,5.32183409768167,5.49338235093286,5.89451190737695,6.11158170518321,6.87438997562745,6.84992648094052,6.85636251162588
"t_cond=1058",5.00537958305557,5.16548257627613,5.38570578913534,5.68787330059781,6.5808721668994,6.46579132358349,6.44503402282332,6.24087895619065
"t_cond=1059",5.00271407346249,5.32664977214506,5.62329262608441,6.55984522397876,6.32387006115317,6.70125806247482,6.19141097957874,5.89972929364391
"t_cond=1060",5.18567097355693,5.55912304794145,6.67612574569419,6.51329545449721,6.68648956013195,6.37416992948597,5.85727858111699,6.98414913460729
"t_cond=1061",5.13378799805671,6.18534175396983,6.13234460247426,6.25261172387977,5.89665298150228,5.52711721488689,6.48730228227705,7.42242178303436
"t_cond=1062",5.65010673606071,5.51496783051421,5.73871277072778,5.44093718250379,5.12368969563217,5.98349372702513,6.61431064790556,7.27710983991866
"t_cond=1063",4.66799511735644,4.76729435925043,4.68341759920597,4.63923948173225,5.19323414662842,5.96968895259079,6.03823451358163,6.5793375896824
"t_cond=1064",4.38700456398732,4.3716445150577,4.45224556317787,4.76552017769587,5.48492252465152,5.59266629822672,5.93057704312094,4.77090556774354
"t_cond=1065",4.16628672148011,4.40065380783528,4.51900216552827,5.19508994679212,5.40762107265027,5.67547308229304,4.50320871232909,5.1768900170439
"t_cond=1066",4.2706683399439,4.55625720549283,5.32309424850168,5.491866311829,6.01399762437662,4.54994134594766,5.22561157223257,4.49386753487608
"t_cond=1067",4.9302771412967,6.02034859959593,6.25283330912808,6.6454651538304,4.79740043934189,5.74725195626194,4.67987267855238,5.01451860630918
"t_cond=1068",5.08316189283532,5.15367251166604,5.56914241743517,4.17394143841502,4.89026273987666,4.10882774100254,4.38700500629778,5.44213207804287
"t_cond=1069",4.06896336709047,4.31265320786275,3.6359403028013,4.02949874637742,3.66111143910708,3.80781532452178,4.4826632992427,4.2320792531976
"t_cond=1070",3.67723355484009,3.49618950088552,3.52287032647277,3.48145043421899,3.44917304466281,3.97866315550113,3.72839034053684,3.39437920040753
"t_cond=1071",3.6847914805161,3.16634240388621,3.50808355731002,3.25154312501897,3.55892562101499,3.43257464336095,3.38474487836461,3.9656506912324
"t_cond=1072",3.38594567915854,3.2925416208946,3.33512005070647,4.14086357342803,3.81289228319828,3.33577900153308,4.51554406571595,3.99472453617923
"t_cond=1073",3.26630268295234,3.06898490276378,3.71772598572613,3.47814819917612,3.29488948458835,4.11504429975743,3.77284174404239,3.07628951027635
"t_cond=1074",3.12167430423242,4.29987395493179,3.83840114622951,3.21346172956149,4.54635866290031,4.15626674006829,3.10831791188837,3.08367292718154
"t_cond=1075",4.04017720666298,3.59093353837262,3.15626332258193,4.3045521081089,3.95971888293839,2.98230687501798,3.10089033765158,2.91003066241837
"t_cond=1076",2.7812474670886,3.60518737651705,3.36532945044343,3.15960917301136,2.89727361964993,3.13727672581218,2.84715410463573,2.70853457306937
"t_cond=1077",4.24348295376542,3.03979337331917,2.90708697873967,2.89566175200996,3.27669425405583,2.83651779097377,2.5895301991866,2.72481897501933
"t_cond=1078",4.52898254725386,4.15413644904587,2.78935647092121,2.94015026542572,2.8180472350603,2.95759739994766,2.74178309187548,2.91559265986323
"t_cond=1079",2.90531372846456,2.86320329922507,3.36534289740098,2.78388580272255,2.50656316951489,2.7018730077755,2.46873123001848,2.54727188556626
"t_cond=1080",3.48088262514113,4.25719248090983,3.08987171465307,2.33037347176815,2.81078001333075,2.29377587360372,2.31928559312348,2.46351032960329
"t_cond=1081",3.26802875231127,2.5829100780016,2.48613272352518,2.58124174525958,2.55366293168431,2.60075862004367,2.49386107279019,2.48114260559351
"t_cond=1082",2.4667677528178,2.97529849839048,2.56346151680922,2.94347170376953,3.01298479343478,2.53524532994892,2.55892511395253,2.66582161091933
"t_cond=1083",2.91421785828328,2.43765397266003,2.91804505053531,2.94874590793447,2.47212260453767,2.47882118440612,2.57720937809266,2.47327730315196
"t_cond=1084",2.34400089969919,2.35880525836518,2.45309617295657,2.34689514791661,2.38935052093142,2.30979832535731,2.31179079336096,2.33924802710803
"t_cond=1085",2.54787900435606,2.71164443114044,2.29218845954989,2.36645478630575,2.41343099004102,2.34888023120601,2.39588612726428,2.49607376646027
"t_cond=1086",2.21734960693906,2.20796779643904,2.30107859912628,2.15312967146166,2.19794120162919,2.21775063755721,2.27117329637774,2.2624268138747
"t_cond=1087",2.33219076373126,2.45420493781991,1.96419819284892,2.13459135157117,2.16141631199468,2.07905095166368,2.15907825995834,2.25785054012107
"t_cond=1088",2.13815999080615,2.04400247372225,2.09276752080498,2.18230212737855,2.2178205909671,2.2268402563472,2.34147196100375,2.5469547894553
"t_cond=1089",2.19766521576239,2.09515942019647,2.17279623724893,2.34646418572875,2.32327928697365,2.47287664153067,2.52388586730453,2.61643119128287
"t_cond=1090",1.87426802628254,1.98758069684393,2.08016725279766,2.09957989451069,2.19581338671014,2.49932746558455,2.44628448041439,2.4706050083891
"t_cond=1091",1.86621115896634,2.04712646397114,2.06138407319145,2.23540343189503,2.48819527431091,2.40757123208084,2.39152138846791,2.59185715120694
"t_cond=1092",2.05160244674546,1.98627982323452,2.18042798377105,2.43670766985284,2.42401223969707,2.3986159632859,2.58307402741762,2.82399191122866
"t_cond=1093",1.74682397454121,1.8724295982341,2.5330727469535,2.12990425300213,2.24899189133694,2.54315676152538,2.7991952449489,4.75284868202031
"t_cond=1094",1.78697411900078,2.46720933080094,2.08559269699669,2.1903571296903,2.47071835297673,2.74504691598454,4.87981990944482,3.20302987750377
"t_cond=1095",2.72900595228978,1.85778875867162,2.02375317910169,2.48256140657633,2.78640641171238,5.46535782182051,3.28045586675285,5.33149153158107
"t_cond=1096",2.4192238230847,2.35001615241672,2.35642544282419,2.58542473594002,4.56207243214355,3.04882569768135,4.87500555401456,4.6195557682625
"t_cond=1097",1.8700526913824,2.2973476353193,2.7373450911584,5.62165069979875,3.21151178182404,5.44172556179099,5.25318607671537,4.74385738080854
"t_cond=1098",2.32084853350197,2.78330656704145,6.83082772047603,3.35504285922739,6.16407831358412,5.69142806587443,5.02367948397503,5.68823673603349
"t_cond=1099",2.38648302351401,6.63783304261114,2.99645561796809,5.85577918830773,5.30396869490507,4.52639666197366,5.30909121740978,4.42316902643805
"t_cond=1100",6.67395198724675,2.70165255972867,5.66087236998505,5.05572964569454,4.44694717083361,5.02642851850069,4.15649186716695,4.95757924548954
"t_cond=1101",3.23646596472233,3.50699211705233,3.61094303557061,3.51919890574342,3.98066809265915,3.75375048951848,4.21281937920275,4.38921627457595
"t_cond=1102",4.29664208083292,4.11297278004797,3.66038415769694,4.2519642531543,3.77894475790546,4.44112363242444,4.58097134045734,4.68967537195548
"t_cond=1103",3.24578993066941,3.29253492416639,3.68810710731011,3.70308194053467,4.01575901779757,4.22823881672196,4.3224074106566,4.38749380385484
"t_cond=1104",3.28047303358262,3.51113177531198,3.69225043815057,3.90632112368537,4.09368627208271,4.23457788107543,4.31806216435178,4.60537200756879
"t_cond=1105",3.4090870510801,3.47367433797933,3.84463886785161,4.09840151879892,4.23554892353415,4.2529302167794,4.5906705188994,4.37011528398468
"t_cond=1106",3.52501455566291,3.66872281600253,3.92961520849344,4.10307652215431,4.17420987131876,4.47260404919007,4.29825016287513,4.37894133627927
"t_cond=1107",3.63345214365845,3.95506352829405,4.13216868498883,4.17103081516248,4.59012945240023,4.24951072216984,4.35195576680742,4.11366337711185
"t_cond=1108",3.66753076835906,3.8708226665581,3.98288670404822,4.38915023548314,4.172705471968,4.27881451656199,4.16513608216756,4.21467141829919
"t_cond=1109",3.67762894310603,3.82844840201162,4.20702574878247,4.08917376318412,4.20312237872103,4.20973953236231,4.23205176230168,4.31082520889573
"t_cond=1110",3.70391574257308,4.08385712712697,3.99186378850958,4.11948832360104,4.22439474090471,4.18923181839768,4.29719605716961,4.2580269443044
"t_cond=1111",3.95230996613195,3.86677975904323,4.00516154086909,4.16591116412384,4.10762257216289,4.22278215330266,4.26180076883229,4.15383742025645
"t_cond=1112",3.86317958704842,3.95678130279961,4.41073507441454,4.2111379052672,4.17663162178658,4.3888353633066,4.15721229585202,4.61708441608043
"t_cond=1113",3.75843443320828,4.14718279326722,3.9831291583391,4.10831789584517,4.25838288449049,4.09445003873877,4.34657193611807,4.56870992449375
"t_cond=1114",4.10848888211451,3.8625727560177,3.99492151027179,4.14742237054623,3.99348253421153,4.38444101001683,4.50793869051797,4.04300068475277
"t_cond=1115",3.59266874616397,4.09991050950574,3.77301271323336,3.90213240630502,3.97661475003202,4.09125460701897,3.8090677517507,4.34455188930363
"t_cond=1116",3.99296980776652,3.73332563075078,3.80529399130524,3.98846979933462,4.1381258508929,3.81823898349752,4.40574408163405,3.73939947252123
"t_cond=1117",4.11440836467204,3.69950494348692,4.42429447188195,4.71939470960957,4.03105657429009,4.97340711023151,3.87220572051926,4.10343247067098
"t_cond=1118",3.58809560703752,3.86760808932592,4.06286202895934,3.63762775329798,4.38530901827254,3.61526825372286,3.77493601737299,3.65431927860622
"t_cond=1119",4.16891005095389,4.46502610645074,3.74838508984765,4.73188429709148,3.66115042455043,3.94540107042278,3.74863361907434,3.60979953727315
"t_cond=1120",3.71461401215325,3.27762233530821,3.99024957620756,3.33438916718071,3.51326513541544,3.3977726212478,3.31627232016365,3.43284776382982
"t_cond=1121",3.10596414455585,3.36208161446153,3.23890138110961,3.16156713286923,3.16573430812061,3.19005505322452,3.46451319150765,3.30140046497819
"t_cond=1122",3.58222658656201,3.12073087957618,3.19244733006267,3.18251269394751,3.14244225306403,3.4544958674843,3.26176932968808,3.15184023050424
"t_cond=1123",3.2186315589116,2.88608875342756,2.97225704340191,3.06410261210964,3.59983497431913,3.32467522932988,3.10411418053736,2.94211559671452
"t_cond=1124",2.89685951733595,2.94700878026991,2.99490194668843,3.39259037987758,3.21639061574513,3.07406278476702,3.07440112973362,3.02139485712718
"t_cond=1125",2.78404601731832,2.87088387905494,3.47534866809129,3.22560031697185,3.03649928455514,2.96174279451532,3.0118571581689,2.8736947859331
"t_cond=1126",2.7553875019867,3.50971367803064,3.18490766304986,2.93598127964223,2.88661639667853,2.97522326072801,2.82403921910795,2.78610414406094
"t_cond=1127",3.47051492570398,3.08246298095228,2.8917660356708,2.89746003071064,2.91675408206579,2.82076172367933,2.80411630587607,2.77150821951336
"t_cond=1128",2.83096913392354,2.88535484800588,3.27726538240561,2.92006237101257,3.04760106873798,3.00353732729945,2.94086225229787,3.2541279445281
"t_cond=1129",2.82862478350575,3.39362654213379,2.86494733816711,3.08173446157772,2.91804577930169,2.89398249456668,3.22366560650988,3.43962315946911
"t_cond=1130",3.16619337716646,2.71335413641618,2.91295413618862,2.82639067738152,2.76434736691943,3.28668898749097,3.54527823548121,3.7297951229183
"t_cond=1131",2.6398776907006,2.50241425728676,2.54221259336164,2.53580448546065,3.58828255194147,3.92343313375271,3.97335753576087,3.01792296668418
"t_cond=1132",2.54890275105192,2.5378461547094,2.56340263257925,3.4929526209469,3.72968624735427,3.8708128312076,2.98766613972047,2.78304374880865
"t_cond=1133",2.33676737133536,2.3771916201436,3.75423946371541,4.09534023289427,4.21190470193842,3.05202751708613,2.79959753983019,3.06434153504632
"t_cond=1134",2.2561408626928,3.99780496757634,4.299876408541,4.51685307967745,3.10206846173305,2.81445014522897,3.05835630452525,3.0975372877592
"t_cond=1135",4.41215611464931,4.7743129342144,4.65598531479683,3.09417380973973,2.79317939431342,3.10893085181717,3.14087074515583,2.96900779172272
"t_cond=1136",3.32795419377293,3.4281800450304,2.64169818246147,2.58990845609859,2.74692390801141,2.80734229448717,2.73505379792889,4.07443121536552
"t_cond=1137",2.87622940511805,2.60518053820494,2.64044070562975,2.6615730597883,2.72811607106643,2.70843133908513,3.69635379458899,2.6897392088573
"t_cond=1138",2.68776930034976,2.78505333428878,2.65449910319189,2.68978054525399,2.70195398806028,3.52728685455233,2.70760618166609,3.50374509424291
"t_cond=1139",2.52274606758069,2.48649526506733,2.58784175838508,2.60848915128766,3.8112301982772,2.60709982202944,3.57153292699928,3.61274839010411
"t_cond=1140",2.36927045450427,2.52243516049613,2.5293462623208,4.08542736090331,2.52388166237874,3.88024249516861,3.83350050552837,4.51152340341958
"t_cond=1141",2.38435121748084,2.41769681979066,4.07592911888767,2.49200800604709,3.79528975896203,3.67793706045416,4.54816132326414,6.90544444323877
"t_cond=1142",2.30073431975465,3.98005281721328,2.43829076393097,3.65597319989536,3.66989115715729,4.28357734800646,6.58438887428918,5.02458678788599
"t_cond=1143",4.24959250577969,2.3419533662608,3.7720019205054,3.64401488653916,4.49442050132581,6.87667449248486,5.08983522651573,7.79212150175669
"t_cond=1144",3.13026266589249,2.87721457820558,2.99410592313216,3.64050808934574,5.67572880294749,4.2899799132563,6.59073401618425,5.39390833896772
"t_cond=1145",3.37982994952897,3.4515371468155,4.32519779691345,7.55883824217697,5.08357286439328,7.64206923567929,6.20274225266204,3.88747538640815
"t_cond=1146",2.80243090096817,3.56639339978653,6.23730093919661,4.27156302169142,6.88347188009106,5.48116825928204,3.66023180314768,3.51265305481559
"t_cond=1147",3.23364112628164,6.18199592804844,4.01785385888262,6.6153795421827,5.20495915460646,3.51748332107392,3.48345783613212,4.27709461117676
"t_cond=1148",5.65345760695328,3.51755547337415,6.1257992369853,4.74481308042087,3.47075353502583,3.55993035082319,4.08909371495499,3.92517708947653
"t_cond=1149",3.18198394329335,4.30917191684441,3.76545563886686,4.01594825879585,4.47755367489198,4.00942080370669,4.27540687770201,4.26004029245037
"t_cond=1150",4.69357254291759,3.77204210843629,3.82448651193771,4.33546973234658,3.88011167115587,4.11398142304983,4.18656664504945,4.44456284921449
"t_cond=1151",3.4730824207977,5.42570953797027,5.82330830700045,4.2789590690948,4.86872984846117,4.58280023595523,5.23143527072387,4.70518530574505
"t_cond=1152",5.55353498177132,6.3572722977698,4.1838500989314,4.79275641001628,4.57880087750324,5.32358603969899,4.62712283681072,4.67222805072456
"t_cond=1153",4.43426178969552,3.54216367279586,3.74835289135012,3.87835059912961,4.23541798299884,4.29612857642415,4.48359479225093,4.58355525264983
"t_cond=1154",4.00874246454594,3.44509305748912,3.89617750818337,3.70202558346585,4.55515503374048,4.64515677870627,4.79178007872072,5.16342992526127
"t_cond=1155",3.35544800483086,3.59608256734472,3.92191015550711,4.17050080389069,4.37351197202649,4.51606696243617,4.8214692221133,4.73768799699273
"t_cond=1156",3.44030118860113,3.73388530658562,4.13562753297726,4.3633981037662,4.48243968156792,4.85949799535775,4.74678974881716,4.82540595101028
"t_cond=1157",3.83058609695733,3.97623644750811,4.23587704731379,4.37588385976268,4.77504612401793,4.66919218604742,4.70591291220014,4.81817232281142
"t_cond=1158",4.41080648558957,4.61295901324867,4.67663351170561,5.18935348393929,4.93568543746188,4.91520900362652,5.02581263892138,5.62840120434
"t_cond=1159",3.94957730282973,4.12037751171846,4.56772048194143,4.49308875269581,4.58806675761797,4.69744464440373,5.11322911135925,5.89579717231533
"t_cond=1160",3.87952124221531,4.2822234567809,4.31174533368541,4.41730445946848,4.54620546607761,4.93307792245675,5.58705850007581,6.18536836727432
"t_cond=1161",4.11794491594223,4.15253558421843,4.29975556299127,4.47717351451854,4.90589335835062,5.62111676110516,6.0899084836306,6.44297107367754
"t_cond=1162",4.0226748146159,4.17530375052752,4.34754925344395,4.70586731534762,5.34646360921715,5.90582068424201,6.27843798949017,5.23616399459724
"t_cond=1163",4.03889809362287,4.21336167976792,4.64725005484315,5.42506037704987,6.07296778144792,6.45214082078667,5.22875044082335,6.60148689399555
"t_cond=1164",4.06337520581547,4.59596943253719,5.55140172857656,6.20680466572209,6.66813882645887,5.27282227378981,6.80492434352353,7.09432317591627
"t_cond=1165",4.47868419134926,5.58972489022602,6.32616650709182,6.9175530381903,5.1989644069154,6.97009218397222,7.29202759442264,7.9952471447196
"t_cond=1166",5.09801543744579,5.92305212218827,6.40105512282424,4.88892496568755,6.57225529210272,7.01294858268458,7.64597676463279,8.33518639818838
"t_cond=1167",5.08556575880257,5.61225851041813,4.57217567448768,5.83044175645885,6.17261178283908,6.94860028994737,7.52903423179445,8.09944462178336
"t_cond=1168",4.92333880505799,4.51548469808571,5.27466343075345,5.60668684809644,6.40576120744506,7.06149075271764,7.30773245775348,8.33445360990742
"t_cond=1169",4.74502983512697,4.90258820976794,5.26340055615696,5.94271866001586,6.57650274771944,7.10754781968512,7.83119327669882,8.00672273529262
